No,Time [frame],xg [px],yg [px],sigma x [px],sigma y [px],Imax [a.u.],Iback [a.u.],a [a.u./px],b[a.u./px],Raw Intensity[au],Average Intensity[au/px^2],Model 1,Model 2,Model 3,Model 4,Model 5,Label
6,93,43.6681,13.2208,2.7306,2.66458,959.699,138.27,-1.49847,6.67465,41610,404.598,1,1,2,2,3,0
6,94,43.8572,13.3944,2.53783,3.04373,911.822,127.83,5.35574,9.2018,40023.9,389.734,1,1,2,2,3,0
6,95,43.6598,12.956,2.77162,3.10553,867.211,114.174,6.92476,15.5561,43078.2,380.355,1,1,2,2,3,0
6,96,42.977,12.7185,2.80758,2.27394,1066.71,155.645,14.7386,17.768,42520,414.367,1,1,2,2,3,0
6,97,43.2347,12.625,3.38849,3.48652,810.784,77.1561,15.5142,28.4129,53262.6,409.296,1,2,3,4,5,0
6,98,47.4329,17.1529,2.88888,2.89688,567.793,148.367,-38.0855,-43.9181,30497.1,340.834,1,2,3,4,5,0
6,99,43.3114,12.8973,2.60181,2.48301,738.192,297.013,10.9017,20.8,27711.4,452.988,1,1,1,1,1,0
6,100,43.3231,13.0671,3.15184,3.06842,819.738,213.24,21.0704,20.2824,43829.7,486.077,1,1,1,1,1,0
6,101,43.3296,12.8862,3.5638,3.65539,889.338,76.3218,21.6663,28.0854,60338.7,454.42,,,,,,0
7,1,55.2919,291.818,1.49014,2.42289,855.855,334.555,4.61286,22.3414,19164.1,472.089,1,1,1,1,1,0
7,2,55.1592,291.73,1.66935,1.83359,982.046,251.21,6.44937,23.5705,18862.5,369.243,1,1,1,1,1,0
